member_id,time_retrieved,office_type,office_title,office_address,office_city,office_province_territory,office_postal_code,office_note,office_phone,office_fax,office_email,office_toll_free,office_tty,source_url
110339,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-9105,613-947-0443,,,,https://www.ourcommons.ca/members/en/shafqat-ali(110339)
110339,1708745800262,Constituency Office,Main office -  Brampton,,Brampton,Ontario,L6W 4N6,,905-790-9211,905-790-9507,,,,https://www.ourcommons.ca/members/en/shafqat-ali(110339)
25446,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-2772,613-992-2727,,,,https://www.ourcommons.ca/members/en/dean-allison(25446)
25446,1708745800262,Constituency Office,Main office -  Beamsville,,Beamsville,Ontario,L0R 1B0,,905-563-7900,905-563-7500,,,,https://www.ourcommons.ca/members/en/dean-allison(25446)
96081,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-4014,613-992-0520,,,,https://www.ourcommons.ca/members/en/anita-anand(96081)
96081,1708745800262,Constituency Office,Main office -  Oakville,,Oakville,Ontario,L6J 1G7,,905-338-2008,905-338-5432,,,,https://www.ourcommons.ca/members/en/anita-anand(96081)
89449,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-1351,613-992-1373,,,,https://www.ourcommons.ca/members/en/gary-anandasangaree(89449)
89449,1708745800262,Constituency Office,Main office -  Toronto,,Toronto,Ontario,M1C 4Y8,,416-283-1414,416-283-5012,,,,https://www.ourcommons.ca/members/en/gary-anandasangaree(89449)
25470,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2919,613-995-0747,,,,https://www.ourcommons.ca/members/en/charlie-angus(25470)
25470,1708745800262,Constituency Office,Main office -  Timmins,,Timmins,Ontario,P4N 1E2,,705-268-6464,705-268-6460,,,,https://www.ourcommons.ca/members/en/charlie-angus(25470)
25470,1708745800262,Constituency Office,Kirkland Lake,,Kirkland Lake,Ontario,P2N 3N8,,705-567-2747,705-567-5232,,,,https://www.ourcommons.ca/members/en/charlie-angus(25470)
89294,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-9095,613-992-3195,,,,https://www.ourcommons.ca/members/en/mel-arnold(89294)
89294,1708745800262,Constituency Office,Main office -  Vernon,,Vernon,British Columbia,V1T 5A8,,250-260-5020,250-260-5025,,,,https://www.ourcommons.ca/members/en/mel-arnold(89294)
89383,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-0581,613-996-9736,,,,https://www.ourcommons.ca/members/en/rene-arseneault(89383)
89383,1708745800262,Constituency Office,Main office -  Dalhousie,,Dalhousie,New Brunswick,E8C 1A5,,506-684-6267,506-684-6250,,,,https://www.ourcommons.ca/members/en/rene-arseneault(89383)
89383,1708745800262,Constituency Office,Edmundston,,Edmundston,New Brunswick,E3V 1E5,,506-739-0285,506-739-0306,,,,https://www.ourcommons.ca/members/en/rene-arseneault(89383)
88860,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-1325,613-992-1336,,,,https://www.ourcommons.ca/members/en/chandra-arya(88860)
88860,1708745800262,Constituency Office,Main office -  Nepean,,Nepean,Ontario,K2J 6B6,,613-825-5505,613-825-2055,,,,https://www.ourcommons.ca/members/en/chandra-arya(88860)
36037,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-3018,613-996-5817,,,,https://www.ourcommons.ca/members/en/niki-ashton(36037)
36037,1708745800262,Constituency Office,Main office -  Thompson,,Thompson,Manitoba,R8N 0L6,,204-677-1333,204-677-1339,,,,https://www.ourcommons.ca/members/en/niki-ashton(36037)
36037,1708745800262,Constituency Office,The Pas,,The Pas,Manitoba,R9A 1M6,,204-627-8716,204-627-8717,,,,https://www.ourcommons.ca/members/en/niki-ashton(36037)
36037,1708745800262,Constituency Office,Peguis,,Peguis,Manitoba,R0C 3J0,,431-971-1015,,,,,https://www.ourcommons.ca/members/en/niki-ashton(36037)
104586,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-1067,613-996-9955,,,,https://www.ourcommons.ca/members/en/jenica-atwin(104586)
104586,1708745800262,Constituency Office,Main office -  Fredericton,,Fredericton,New Brunswick,E3A 1C8,,506-452-4110,506-452-4076,,,,https://www.ourcommons.ca/members/en/jenica-atwin(104586)
105854,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-7688,613-993-9007,,,,https://www.ourcommons.ca/members/en/taylor-bachrach(105854)
105854,1708745800262,Constituency Office,Smithers,,Smithers,British Columbia,V0J 2N0,,250-877-4140,,,,,https://www.ourcommons.ca/members/en/taylor-bachrach(105854)
105854,1708745800262,Constituency Office,Main office -  Terrace,,Terrace,British Columbia,V8G 1T2,,250-615-5339,250-615-5344,,,,https://www.ourcommons.ca/members/en/taylor-bachrach(105854)
105854,1708745800262,Constituency Office,Prince Rupert,,Prince Rupert,British Columbia,V8J 3T1,,250-622-2413,250-624-7737,,,,https://www.ourcommons.ca/members/en/taylor-bachrach(105854)
88867,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-0988,613-995-5245,,,,https://www.ourcommons.ca/members/en/vance-badawey(88867)
88867,1708745800262,Constituency Office,Main office -  Welland,,Welland,Ontario,L3B 3W6,,905-788-2204,905-788-0071,,,,https://www.ourcommons.ca/members/en/vance-badawey(88867)
111067,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-1385,613-992-1410,,,,https://www.ourcommons.ca/members/en/parm-bains(111067)
111067,1708745800262,Constituency Office,Main office -  Richmond,,Richmond,British Columbia,V7A 5J9,,604-257-2900,604-257-2904,,,,https://www.ourcommons.ca/members/en/parm-bains(111067)
105121,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-947-5000,613-947-4276,,,,https://www.ourcommons.ca/members/en/yvan-baker(105121)
105121,1708745800262,Constituency Office,Main office -  Etobicoke,,Etobicoke,Ontario,M9C 2Y3,,416-249-7322,416-249-6117,,,,https://www.ourcommons.ca/members/en/yvan-baker(105121)
30330,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-1547,613-992-7910,,,,https://www.ourcommons.ca/members/en/tony-baldinelli(30330)
30330,1708745800262,Constituency Office,Main office -  Niagara Falls,,Niagara Falls,Ontario,L2E 6M9,,905-353-9590,905-353-9588,,,,https://www.ourcommons.ca/members/en/tony-baldinelli(30330)
30330,1708745800262,Constituency Office,Fort Erie,,Fort Erie,Ontario,L2A 2S4,,905-871-9991,905-871-5046,,,,https://www.ourcommons.ca/members/en/tony-baldinelli(30330)
86261,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-8471,613-996-9770,,,,https://www.ourcommons.ca/members/en/john-barlow(86261)
86261,1708745800262,Constituency Office,Main office -  High River,,High River,Alberta,T1V 1M5,,403-603-3665,403-603-3669,,,,https://www.ourcommons.ca/members/en/john-barlow(86261)
102275,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-8756,613-996-9171,,,,https://www.ourcommons.ca/members/en/michael-barrett(102275)
102275,1708745800262,Constituency Office,Main office -  Brockville,,Brockville,Ontario,K6V 4V5,,866-498-3096,613-498-3100,,,,https://www.ourcommons.ca/members/en/michael-barrett(102275)
102275,1708745800262,Constituency Office,Kemptville,,Kemptville,Ontario,K0G 1J0,,866-498-3096,,,,,https://www.ourcommons.ca/members/en/michael-barrett(102275)
111023,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-5243,613-992-9112,,,,https://www.ourcommons.ca/members/en/lisa-marie-barron(111023)
111023,1708745800262,Constituency Office,Main office -  Nanaimo,,Nanaimo,British Columbia,V9R 6B9,,250-734-6400,250-734-6404,,,,https://www.ourcommons.ca/members/en/lisa-marie-barron(111023)
88422,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-2998,613-995-1062,,,,https://www.ourcommons.ca/members/en/xavier-barsalou-duval(88422)
88422,1708745800262,Constituency Office,Main office -  Varennes,,Varennes,Quebec,J3X 1P7,,450-652-4442,450-652-4447,,,,https://www.ourcommons.ca/members/en/xavier-barsalou-duval(88422)
104571,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-6459,613-995-2963,,,,https://www.ourcommons.ca/members/en/jaime-battiste(104571)
104571,1708745800262,Constituency Office,Main office -  Membertou First Nation (Sydney),,Membertou First Nation (Sydney),Nova Scotia,B1S 2N9,,902-567-6275,902-564-2479,,,,https://www.ourcommons.ca/members/en/jaime-battiste(104571)
376,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-6327,613-996-5173,,,,https://www.ourcommons.ca/members/en/mario-beaulieu(376)
376,1708745800262,Constituency Office,Main office -  Montréal,,Montréal,Quebec,H1B 5P5,,514-645-0101,514-645-0032,,,,https://www.ourcommons.ca/members/en/mario-beaulieu(376)
89236,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0802,613-992-0824,,,,https://www.ourcommons.ca/members/en/terry-beech(89236)
89236,1708745800262,Constituency Office,Main office -  Burnaby,,Burnaby,British Columbia,V5C 6C1,,604-718-8870,604-718-8874,,,,https://www.ourcommons.ca/members/en/terry-beech(89236)
88567,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-7691,613-995-0114,,,,https://www.ourcommons.ca/members/en/rachel-bendayan(88567)
88567,1708745800262,Constituency Office,Main office -  Montréal,,Montréal,Quebec,H2T 2N7,,514-736-2727,514-736-2726,,,,https://www.ourcommons.ca/members/en/rachel-bendayan(88567)
496,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-2416,613-995-6973,,,,https://www.ourcommons.ca/members/en/stephane-bergeron(496)
496,1708745800262,Constituency Office,Main office -  Sainte-julie,,Sainte-julie,Quebec,J3E 1Y8,,450-922-2562,450-922-1223,,,,https://www.ourcommons.ca/members/en/stephane-bergeron(496)
88541,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-1377,613-943-1562,,,,https://www.ourcommons.ca/members/en/luc-berthold(88541)
88541,1708745800262,Constituency Office,Main office -  Thetford Mines,,Thetford Mines,Quebec,G6G 2J9,,418-338-2903,418-338-3631,,,,https://www.ourcommons.ca/members/en/luc-berthold(88541)
88541,1708745800262,Constituency Office,Plessisville,,Plessisville,Quebec,G6L 1R3,,819-362-0055,,,,,https://www.ourcommons.ca/members/en/luc-berthold(88541)
88541,1708745800262,Constituency Office,Lac-Mégantic,,Lac-Mégantic,Quebec,G6B 1H6,,819-583-0074,,,,,https://www.ourcommons.ca/members/en/luc-berthold(88541)
104622,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-3030,613-996-0828,,,,https://www.ourcommons.ca/members/en/sylvie-berube(104622)
104622,1708745800262,Constituency Office,Main office -  Val-d'Or,,Val-d'Or,Quebec,J9P 5E6,,819-824-2942,819-824-2958,,,,https://www.ourcommons.ca/members/en/sylvie-berube(104622)
104622,1708745800262,Constituency Office,Lebel-sur-quevillon,,Lebel-sur-quevillon,Quebec,J0Y 1X0,,,,,,,https://www.ourcommons.ca/members/en/sylvie-berube(104622)
104622,1708745800262,Constituency Office,Chibougamau,,Chibougamau,Quebec,G8P 3A1,,,,,,,https://www.ourcommons.ca/members/en/sylvie-berube(104622)
25475,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2032,613-992-6224,,,,https://www.ourcommons.ca/members/en/james-bezan(25475)
25475,1708745800262,Constituency Office,Main office -  Selkirk,,Selkirk,Manitoba,R1A 0Y5,,204-785-6151,204-785-6153,,,,https://www.ourcommons.ca/members/en/james-bezan(25475)
88449,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-2024,613-992-1696,,,,https://www.ourcommons.ca/members/en/marie-claude-bibeau(88449)
88449,1708745800262,Constituency Office,Main office -  Sherbrooke,,Sherbrooke,Quebec,J1M 1K1,,819-347-2598,819-347-3583,,,,https://www.ourcommons.ca/members/en/marie-claude-bibeau(88449)
88934,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-3352,613-947-4402,,,,https://www.ourcommons.ca/members/en/chris-bittle(88934)
88934,1708745800262,Constituency Office,Main office -  St. Catharines,,St. Catharines,Ontario,L2M 4M6,,905-934-6767,905-934-1577,,,,https://www.ourcommons.ca/members/en/chris-bittle(88934)
89032,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-6339,613-995-6688,,,,https://www.ourcommons.ca/members/en/daniel-blaikie(89032)
89032,1708745800262,Constituency Office,Main office -  Winnipeg,,Winnipeg,Manitoba,R2K 3Z5,,204-984-2499,204-984-2502,,,,https://www.ourcommons.ca/members/en/daniel-blaikie(89032)
88961,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-0284,613-996-6309,,,,https://www.ourcommons.ca/members/en/bill-blair(88961)
88961,1708745800262,Constituency Office,Main office -  Scarborough,,Scarborough,Ontario,M1N 1T8,,416-261-8613,416-261-5268,,,,https://www.ourcommons.ca/members/en/bill-blair(88961)
104669,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-6035,613-947-5096,,,,https://www.ourcommons.ca/members/en/yves-francois-blanchet(104669)
104669,1708745800262,Constituency Office,Main office -  Chambly,,Chambly,Quebec,J3L 2Z5,,450-658-0088,450-658-0885,,,,https://www.ourcommons.ca/members/en/yves-francois-blanchet(104669)
104705,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-5302,613-996-8298,,,,https://www.ourcommons.ca/members/en/maxime-blanchette-joncas(104705)
104705,1708745800262,Constituency Office,Main office -  Rimouski,,Rimouski,Quebec,G5L 1C2,,418-725-2562,418-725-3993,,,,https://www.ourcommons.ca/members/en/maxime-blanchette-joncas(104705)
104705,1708745800262,Constituency Office,Témiscouata-sur-le-Lac,,Témiscouata-sur-le-Lac,Quebec,G0L 1E0,,418-714-1011,,,,,https://www.ourcommons.ca/members/en/maxime-blanchette-joncas(104705)
89354,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2503,613-996-3306,,,,https://www.ourcommons.ca/members/en/rachel-blaney(89354)
89354,1708745800262,Constituency Office,Powell River,,Powell River,British Columbia,V8A 2G8,,604-489-2286,,,,,https://www.ourcommons.ca/members/en/rachel-blaney(89354)
89354,1708745800262,Constituency Office,Main office -  Campbell River,,Campbell River,British Columbia,V9W 4E4,,250-287-9388,250-287-9361,,,,https://www.ourcommons.ca/members/en/rachel-blaney(89354)
59156,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-1551,613-943-2010,,,,https://www.ourcommons.ca/members/en/kelly-block(59156)
59156,1708745800262,Constituency Office,Main office -  Martensville,,Martensville,Saskatchewan,S0K 2T0,,306-975-4004,306-975-4051,,,,https://www.ourcommons.ca/members/en/kelly-block(59156)
59156,1708745800262,Constituency Office,Humboldt,,Humboldt,Saskatchewan,S0K 2A0,,306-682-1611,,,,,https://www.ourcommons.ca/members/en/kelly-block(59156)
59156,1708745800262,Constituency Office,Rosetown,,Rosetown,Saskatchewan,S0L 2V0,,306-882-6447,306-882-6443,,,,https://www.ourcommons.ca/members/en/kelly-block(59156)
104555,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-8231,613-996-9349,,,,https://www.ourcommons.ca/members/en/kody-blois(104555)
104555,1708745800262,Constituency Office,Main office -  Wolfville,,Wolfville,Nova Scotia,B4P 2C1,,902-542-4010,902-542-4184,,,,https://www.ourcommons.ca/members/en/kody-blois(104555)
89147,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-4524,613-943-0044,,,,https://www.ourcommons.ca/members/en/randy-boissonnault(89147)
89147,1708745800262,Constituency Office,Main office -  Edmonton,,Edmonton,Alberta,T5N 1P9,,780-442-1888,780-442-1891,,,,https://www.ourcommons.ca/members/en/randy-boissonnault(89147)
58775,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0423,613-992-0878,,,,https://www.ourcommons.ca/members/en/alexandre-boulerice(58775)
58775,1708745800262,Constituency Office,Main office -  Montréal,,Montréal,Quebec,H2G 3C6,,514-729-5342,514-729-5875,,,,https://www.ourcommons.ca/members/en/alexandre-boulerice(58775)
110487,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-1063,613-992-1082,,,,https://www.ourcommons.ca/members/en/valerie-bradford(110487)
110487,1708745800262,Constituency Office,Main office -  Kitchener,,Kitchener,Ontario,N2P 2N6,,519-571-5509,519-571-5515,,,,https://www.ourcommons.ca/members/en/valerie-bradford(110487)
88369,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-947-4431,613-947-4434,,,,https://www.ourcommons.ca/members/en/richard-bragdon(88369)
88369,1708745800262,Constituency Office,Main office -  Nackawic,,Nackawic,New Brunswick,E6G 1G9,,1-800-671-6160,1-506-575-6218,,,,https://www.ourcommons.ca/members/en/richard-bragdon(88369)
88369,1708745800262,Constituency Office,Grand Falls,,Grand Falls,New Brunswick,E3Z 2J9,,1-800-671-6160,,,,,https://www.ourcommons.ca/members/en/richard-bragdon(88369)
88674,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-3394,613-996-7923,,,,https://www.ourcommons.ca/members/en/john-brassard(88674)
88674,1708745800262,Constituency Office,Main office -  Barrie,,Barrie,Ontario,L4N 6M2,,705-726-5959,705-726-3340,,,,https://www.ourcommons.ca/members/en/john-brassard(88674)
104977,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-943-7896,613-943-7902,,,,https://www.ourcommons.ca/members/en/elisabeth-briere(104977)
104977,1708745800262,Constituency Office,Main office -  Sherbrooke,,Sherbrooke,Quebec,J1J 2C3,,819-564-4200,819-564-3745,,,,https://www.ourcommons.ca/members/en/elisabeth-briere(104977)
110354,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-3118,613-992-6382,,,,https://www.ourcommons.ca/members/en/larry-brock(110354)
110354,1708745800262,Constituency Office,Main office -  Brantford,,Brantford,Ontario,N3R 1V6,,519-754-4300,519-751-8177,,,,https://www.ourcommons.ca/members/en/larry-brock(110354)
104786,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-6236,613-996-6252,,,,https://www.ourcommons.ca/members/en/alexis-brunelle-duceppe(104786)
104786,1708745800262,Constituency Office,Main office -  Alma,,Alma,Quebec,G8B 3E2,,418-669-0013,418-669-0048,,,,https://www.ourcommons.ca/members/en/alexis-brunelle-duceppe(104786)
35897,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-8886,613-996-9860,,,,https://www.ourcommons.ca/members/en/blaine-calkins(35897)
35897,1708745800262,Constituency Office,Main office -  Blackfalds,,Blackfalds,Alberta,T0M 0J0,,587-621-0020,587-621-0029,,,,https://www.ourcommons.ca/members/en/blaine-calkins(35897)
89327,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-8036,613-943-0922,,,,https://www.ourcommons.ca/members/en/richard-cannings(89327)
89327,1708745800262,Constituency Office,Main office -  Penticton,,Penticton,British Columbia,V2A 5B7,,250-770-4480,,,,,https://www.ourcommons.ca/members/en/richard-cannings(89327)
89327,1708745800262,Constituency Office,Castlegar,,Castlegar,British Columbia,V1N 1J1,,250-365-2792,250-365-2793,,,,https://www.ourcommons.ca/members/en/richard-cannings(89327)
111007,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-6931,613-995-9897,,,,https://www.ourcommons.ca/members/en/frank-caputo(111007)
111007,1708745800262,Constituency Office,Main office -  Kamloops,,Kamloops,British Columbia,V2C 2E7,,250-851-4991,250-851-4994,,,,https://www.ourcommons.ca/members/en/frank-caputo(111007)
111007,1708745800262,Constituency Office,100 Mile House,,100 Mile House,British Columbia,V0K 2E0,,250-395-4381,250-395-4389,,,,https://www.ourcommons.ca/members/en/frank-caputo(111007)
115744,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-9475,613-992-9586,,,,https://www.ourcommons.ca/members/en/ben-carr(115744)
115744,1708745800262,Constituency Office,Main office -  Winnipeg,,Winnipeg,Manitoba,R3L 0P3,,204-983-1355,204-984-3979,,,,https://www.ourcommons.ca/members/en/ben-carr(115744)
25486,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-4756,613-992-1357,,,,https://www.ourcommons.ca/members/en/colin-carrie(25486)
25486,1708745800262,Constituency Office,Main office -  Oshawa,,Oshawa,Ontario,L1H 4G4,,905-440-4868,905-440-4872,,,,https://www.ourcommons.ca/members/en/colin-carrie(25486)
71270,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-4714,613-995-7685,,,,https://www.ourcommons.ca/members/en/sean-casey(71270)
71270,1708745800262,Constituency Office,Main office -  Charlottetown,,Charlottetown,Prince Edward Island,C1A 1R6,,902-566-7770,902-566-7780,,,,https://www.ourcommons.ca/members/en/sean-casey(71270)
104678,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2617,613-992-6069,,,,https://www.ourcommons.ca/members/en/louise-chabot(104678)
104678,1708745800262,Constituency Office,Main office -  Sainte-Thérèse,,Sainte-Thérèse,Quebec,J7E 2A2,,450-965-1188,450-965-3221,,,,https://www.ourcommons.ca/members/en/louise-chabot(104678)
89000,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-5928,613-992-6251,,,,https://www.ourcommons.ca/members/en/bardish-chagger(89000)
89000,1708745800262,Constituency Office,Main office -  Waterloo,,Waterloo,Ontario,N2J 4P9,,519-746-1573,519-746-6436,,,,https://www.ourcommons.ca/members/en/bardish-chagger(89000)
110882,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-947-4487,613-947-4490,,,,https://www.ourcommons.ca/members/en/george-chahal(110882)
110882,1708745800262,Constituency Office,Main office -  Calgary,,Calgary,Alberta,T3J 5H2,,403-291-0018,403-291-9516,,,,https://www.ourcommons.ca/members/en/george-chahal(110882)
110649,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-6582,613-996-3128,,,,https://www.ourcommons.ca/members/en/adam-chambers(110649)
110649,1708745800262,Constituency Office,Main office -  Midland,,Midland,Ontario,L4R 3K7,,705-527-7654,705-527-7668,,,,https://www.ourcommons.ca/members/en/adam-chambers(110649)
