Honorific,"First name","Last name","Office type",Address,City,Province,"Postal code","Office email",Email,Telephone,Fax,Toll-free,TTY,"Riding name",Party,"Parliamentary role","Member ID",,,
,Ric,Bresee,"Constituency office","26A St. Lawrence St. W
P.O. Box 70
",Madoc,ON,"K0K 2K0",,Ric.Bresee@pc.ola.org,613-473-1112,613-473-1397,"855-229-6676  ",,"Hastings—Lennox and Addington","Progressive Conservative Party of Ontario",,7601
,Ric,Bresee,"Constituency office","113 East St.
",Napanee,ON,"K8R 1S5",,Ric.Bresee@pc.ola.org,613-354-3031,"613-308-9685  ",,,"Hastings—Lennox and Addington","Progressive Conservative Party of Ontario",,7601
Hon.,Andrea,Khanjin,"Ministry office","Ministry of Environment, Conservation and Parks
5th Floor
777 Bay St.
",Toronto,ON,"M7A 2J3",,,416-314-6790,,,,Barrie—Innisfil,"Progressive Conservative Party of Ontario",,7448
Hon.,Andrea,Khanjin,"Constituency office","Unit 1
237 Mapleview Dr. E
",Barrie,ON,"L4N 0W5",andrea.khanjin@pc.ola.org,,"705-722-0575  ",705-722-8835,,,Barrie—Innisfil,"Progressive Conservative Party of Ontario",,7448
,Terence,Kernaghan,"Constituency office","Unit 105
400 York St.
",London,ON,"N6B 3N2",TKernaghan-CO@ndp.on.ca,,519-432-7339,"519-432-0613  ",,,"London North Centre","New Democratic Party of Ontario",,7483
,Terence,Kernaghan,"Legislative office","Room 362
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A8",TKernaghan-QP@ndp.on.ca,,"416-326-7568  ","416-326-7580  ",,,"London North Centre","New Democratic Party of Ontario",,7483
,Trevor,Jones,"Ministry office","Ministry of Agriculture, Food and Rural Affairs
11th Floor
77 Grenville St.
",Toronto,ON,"M7A 1B3",,Trevor.Jones@pc.ola.org,416-326-6160,416-326-3119,,,Chatham-Kent—Leamington,"Progressive Conservative Party of Ontario",,7592
,Trevor,Jones,"Constituency office","Suite 100
111 Heritage Rd.
",Chatham,ON,"N7M 5W7",,Trevor.Jones@pc.ola.org,"519-351-0510   ","519-351-7714 ","1-800-265-3992   ",,Chatham-Kent—Leamington,"Progressive Conservative Party of Ontario",,7592
,Trevor,Jones,"Constituency office","Unit B
115 Erie St. N
",Leamington,ON,"N8H 3A3",,Trevor.Jones@pc.ola.org,"519-326-3367 ","519-326-0404   ",,,Chatham-Kent—Leamington,"Progressive Conservative Party of Ontario",,7592
,Anthony,Leardi,"Ministry office","Ministry of&nbsp;Mines
Room 5501
5th Floor
99 Wellesley St. W
",Toronto,ON,"M7A 1W3",,Anthony.Leardi@pc.ola.org,,,,,Essex,"Progressive Conservative Party of Ontario",,7597
,Anthony,Leardi,"Constituency office","310 Thomas Rd.
",Amherstburg,ON,"N9V 2Y9",,Anthony.Leardi@pc.ola.org,519-736-1550,,,,Essex,"Progressive Conservative Party of Ontario",,7597
Hon.,Rob,Flack,"Ministry office","Ministry of Municipal Affairs and Housing
17th Floor
777 Bay St. 
",Toronto,ON,"M7A 2J3",,Rob.Flack@pc.ola.org,416-326-3072,,,,Elgin—Middlesex—London,"Progressive Conservative Party of Ontario",,7596
Hon.,Rob,Flack,"Constituency office","Suite 201
750 Talbot St.
","St. Thomas",ON,"N5P 1E2",,Rob.Flack@pc.ola.org,519-631-5995,519-631-9478,1-800-265-7638,,Elgin—Middlesex—London,"Progressive Conservative Party of Ontario",,7596
,Graham,McGregor,"Ministry office","Ministry of Citizenship and Multiculturalism
14th Floor
56 Wellesley St.
",Toronto,ON,"M5S 3L6",,Graham.McGregor@pc.ola.org,,,,,"Brampton North","Progressive Conservative Party of Ontario",,7588
,Graham,McGregor,"Constituency office","Unit 7
10215 Kennedy Rd. N
",Brampton,ON,"L6Z 0C5",,Graham.McGregor@pc.ola.org,289-298-1049,905-495-1041,,,"Brampton North","Progressive Conservative Party of Ontario",,7588
,John,Yakabuski,"Ministry office","Ministry of Environment, Conservation and Parks
Whitney Block
Room 1304
99 Wellesley St. W
",Toronto,ON,"M7A 1S3",,John.Yakabuski@pc.ola.org,416-314-6790,,,,Renfrew—Nipissing—Pembroke,"Progressive Conservative Party of Ontario",,2139
,John,Yakabuski,"Constituency office","The Victoria Center
Unit 6
84 Isabella St.
",Pembroke,ON,"K8A 5S5",John.Yakabuskico@pc.ola.org,John.Yakabuski@pc.ola.org,613-735-6627,613-735-6692,,,Renfrew—Nipissing—Pembroke,"Progressive Conservative Party of Ontario",,2139
Hon.,Caroline,Mulroney,"Ministry office","Treasury Board Secretariat
Whitney Block
Room 4320
4th Floor
99 Wellesley St. W
",Toronto,ON,"M7A 1W3",,Caroline.Mulroney@pc.ola.org,416-327-2333,,,,York—Simcoe,"Progressive Conservative Party of Ontario",,7523
Hon.,Caroline,Mulroney,"Ministry office","Ministry of Francophone Affairs
Suite 2501
700 Bay St.
",Toronto,ON,"M7A 0A2",,Caroline.Mulroney@pc.ola.org,416-327-9200,,,,York—Simcoe,"Progressive Conservative Party of Ontario",,7523
Hon.,Caroline,Mulroney,"Constituency office","Unit 9
45 Grist Mill Rd.
","Holland Landing",ON,"L9N 1M7",Caroline.Mulroneyco@pc.ola.org,Caroline.Mulroney@pc.ola.org,"905-895-1555   ","905-895-0337 ",,,York—Simcoe,"Progressive Conservative Party of Ontario",,7523
,Stephanie,Bowman,"Constituency office","Suite 101
795 Eglinton Ave. E
",Toronto,ON,"M4G 4E4",sbowman.mpp.co@liberal.ola.org,,416-425-6777,416-425-0350,,,"Don Valley West","Ontario Liberal Party",,7594
,Stephanie,Bowman,"Legislative office","Room 172
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,,416-325-0008,,,,"Don Valley West","Ontario Liberal Party",,7594
,Kristyn,Wong-Tam,"Constituency office","Unit 401
120 Carlton St.
",Toronto,ON,"M5A 4K2",KWong-Tam-CO@ndp.on.ca,KWong-Tam-QP@ndp.on.ca,416-972-7683,,,,"Toronto Centre","New Democratic Party of Ontario",,7616
,Kristyn,Wong-Tam,"Legislative office","Room 471
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,KWong-Tam-QP@ndp.on.ca,416-325-0031,,,,"Toronto Centre","New Democratic Party of Ontario",,7616
,Brian,Saunderson,"Ministry office","Ministry of the Attorney General
McMurtry-Scott Building
11th Floor
720 Bay St.
",Toronto,ON,"M7A 2S9",,Brian.Saunderson@pc.ola.org,416-326-2220,416-325-1219,,,Simcoe—Grey,"Progressive Conservative Party of Ontario",,7610
,Brian,Saunderson,"Constituency office","Suite 28
180 Parsons Rd.
",Alliston,ON,"L9R 1E8",,Brian.Saunderson@pc.ola.org,705-435-4087,705-435-1051,,,Simcoe—Grey,"Progressive Conservative Party of Ontario",,7610
,Brian,Saunderson,"Constituency office","7317 Hwy. 26
P.O. Box 820
",Stayner,ON,"L0M 1S0",,Brian.Saunderson@pc.ola.org,705-428-2134,705-446-3397,,,Simcoe—Grey,"Progressive Conservative Party of Ontario",,7610
,Kevin,Holland,"Ministry office","Ministry of Indigenous Affairs
Suite 400
160 Bloor St. E
",Toronto,ON,"M7A 2E6",,Kevin.Holland@pc.ola.org,416-325-0272,,,,"Thunder Bay—Atikokan","Progressive Conservative Party of Ontario",,7613
,Kevin,Holland,"Ministry office","Ministry of Northern Development
99 Wellesley St. W
",Toronto,ON,"M7A 1A4",,Kevin.Holland@pc.ola.org,,,,,"Thunder Bay—Atikokan","Progressive Conservative Party of Ontario",,7613
,Kevin,Holland,"Constituency office","Unit 3
101 Main St. W
",Atikokan,ON,"P0T 1C0",,Kevin.Holland@pc.ola.org,807-623-6702,807-623-8921,833-743-1684,,"Thunder Bay—Atikokan","Progressive Conservative Party of Ontario",,7613
,Kevin,Holland,"Constituency office","774 James St. N (Main office)
","Thunder Bay",ON,"P7C 5N3",,Kevin.Holland@pc.ola.org,807-623-6702,807-623-8921,833-743-1684,,"Thunder Bay—Atikokan","Progressive Conservative Party of Ontario",,7613
,David,Smith,"Ministry office","Ministry of Labour, Immigration, Training and Skills Development
Whitney Block
Room 1306
99 Wellesley St. W
&nbsp;
",Toronto,ON,"M7A 1S3",,david.smith1@pc.ola.org,416-326-7600,416-325-0272,,,"Scarborough Centre","Progressive Conservative Party of Ontario",,7609
,David,Smith,"Constituency office","2063 Lawrence Ave. E
",Scarborough,ON,"M1R 2Z4",,david.smith1@pc.ola.org,416-615-2183,416-615-2011,,,"Scarborough Centre","Progressive Conservative Party of Ontario",,7609
,Jamie,West,"Constituency office","Unit 4B
555 Barrydowne Rd.
",Sudbury,ON,"P3A 3T4",JWest-CO@ndp.on.ca,JWest-QP@ndp.on.ca,705-675-1914,705-675-1456,,,Sudbury,"New Democratic Party of Ontario",,7446
,Jamie,West,"Legislative office","Room 347
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A8",,JWest-QP@ndp.on.ca,416-326-7144,416-326-7280,,,Sudbury,"New Democratic Party of Ontario",,7446
Hon.,Neil,Lumsden,"Ministry office","Ministry of Tourism, Culture and Sport
6th Floor
438 University Ave.
",Toronto,ON,"M7A 1N3",,Neil.Lumsden@pc.ola.org,416-326-9326,,,,"Hamilton East—Stoney Creek","Progressive Conservative Party of Ontario",,7600
Hon.,Neil,Lumsden,"Constituency office","Unit 102

115 Hwy. 8

&nbsp;
",Hamilton,ON,"L8G 1C1",,Neil.Lumsden@pc.ola.org,905-662-8755,"905-662-0416 ",,,"Hamilton East—Stoney Creek","Progressive Conservative Party of Ontario",,7600
Hon.,Graydon,Smith,"Ministry office","Ministry of&nbsp;Natural Resources and Forestry
5th Floor
99 Wellesley St.
",Toronto,ON,"M7A 1W3",,Graydon.Smith@pc.ola.org,416-314-2301,,,,"Parry Sound—Muskoka","Progressive Conservative Party of Ontario",,7607
Hon.,Graydon,Smith,"Constituency office","26 James St.
","Parry Sound",ON,"P2A 1T5",,Graydon.Smith@pc.ola.org,"705-746-4266  ","705-746-1578   ","1-888-701-1176 ",,"Parry Sound—Muskoka","Progressive Conservative Party of Ontario",,7607
Hon.,Graydon,Smith,"Constituency office","230 Manitoba St.
",Bracebridge,ON,"P1L 2E1",,Graydon.Smith@pc.ola.org,705-645-8538,"705-645-8148 ","1-888-267-4826   ",,"Parry Sound—Muskoka","Progressive Conservative Party of Ontario",,7607
,Rick,Byers,"Ministry office","Ministry of Finance
Frost Building North
6th Floor
95 Grosvenor St.
",Toronto,ON,"M7A 1Z1",,Rick.Byers@pc.ola.org,416-325-0400,,,,"Bruce—Grey—Owen Sound","Progressive Conservative Party of Ontario",,7589
,Rick,Byers,"Constituency office","Suite 105

345 8th Street E
","Owen Sound",ON,"N4K 1L3",,Rick.Byers@pc.ola.org,519-371-2421,519-371-0953,1-800-461-2664,,"Bruce—Grey—Owen Sound","Progressive Conservative Party of Ontario",,7589
,Daisy,Wai,"Ministry office","Ministry for Seniors and Accessibility
5th Floor
777 Bay St.
",Toronto,ON,"M7A 1S5",,Daisy.Wai@pc.ola.org,416-314-0797,,,,"Richmond Hill","Progressive Conservative Party of Ontario",,7506
,Daisy,Wai,"Constituency office","Suite 409
9555 Yonge St.
","Richmond Hill",ON,"L4C 9M5",Daisy.Waico@pc.ola.org,Daisy.Wai@pc.ola.org,905-884-8080,905-884-1040,,,"Richmond Hill","Progressive Conservative Party of Ontario",,7506
,Vacant,seat,"Constituency office","360 James St.
",Wallaceburg,ON,"N8A 2N5",lambton-kent-middlesex@pc.ola.org,," 519-627-1015   "," 519-627-7174 ",,,Lambton—Kent—Middlesex,,,vac_9
,Vacant,seat,"Constituency office","81 Front St. W
",Strathroy,ON,"N7G 1X6",lambton-kent-middlesex@pc.ola.org,,519-245-8696,"519-245-8697 ",,,Lambton—Kent—Middlesex,,,vac_9
,Natalie,Pierre,"Ministry office","Ministry of Colleges and Universities
5th Floor
438 University Ave.
",Toronto,ON,"M7A 0B8",,Natalie.Pierre@pc.ola.org,437-771-2987,416-326-2807,,,Burlington,"Progressive Conservative Party of Ontario",,7590
,Natalie,Pierre,"Constituency office","Suite 306
3027 Harvester Rd.

&nbsp;
",Burlington,ON,"L7N 3G7",,Natalie.Pierre@pc.ola.org,905-639-7924,"905-639-3284 ",,,Burlington,"Progressive Conservative Party of Ontario",,7590
,Nolan,Quinn,"Ministry office","Ministry of&nbsp;Children, Community and Social Services
7th Floor
438 University Ave.
",Toronto,ON,"M5G 2K8",,Nolan.Quinn@pc.ola.org,416-325-5225,416-325-5240,,,"Stormont—Dundas—South Glengarry","Progressive Conservative Party of Ontario",,7611
,Nolan,Quinn,"Constituency office","Time Square
120 Second St. W
",Cornwall,ON,"K6J 1G5",,Nolan.Quinn@pc.ola.org,613-933-6513,"613-933-6449   ",,,"Stormont—Dundas—South Glengarry","Progressive Conservative Party of Ontario",,7611
,Laura,Smith,"Legislative office","Room 441
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,Laura.Smith@pc.ola.org,,,,,Thornhill,"Progressive Conservative Party of Ontario",,7612
,Laura,Smith,"Constituency office","Centre Street Square
Unit 4
1136 Centre St.
",Thornhill,ON,"L4J 3M8",,Laura.Smith@pc.ola.org,905-731-1178,,,,Thornhill,"Progressive Conservative Party of Ontario",,7612
,Robin,Martin,"Ministry office","Ministry of Health
5th Floor
777 Bay St.
",Toronto,ON,"M7A 2J3",,Robin.Martin@pc.ola.org,,,,,Eglinton—Lawrence,"Progressive Conservative Party of Ontario",,7465
,Robin,Martin,"Constituency office","2882 Dufferin St.
",Toronto,ON,"M6B 3S6",Robin.Martinco@pc.ola.org,Robin.Martin@pc.ola.org," 416-781-2395  ","416-781-4116  ",,,Eglinton—Lawrence,"Progressive Conservative Party of Ontario",,7465
,Michael,Mantha,"Constituency office","14 George Walk
","Elliot Lake",ON,"P5A 2A4",MMantha-CO@ola.org,,"705-461-9710 ",705-461-9720,"1-800-831-1899   ",,Algoma—Manitoulin,Independent,,7164
,Michael,Mantha,"Legislative office","Room 320
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",MMantha-QP@ola.org,,"416-325-1938   ",416-325-1976,,,Algoma—Manitoulin,Independent,,7164
,Vincent,Ke,"Legislative office","Room 112
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A2",,Vke-QP@ola.org,416-325-1183,,,,"Don Valley North",Independent,,7461
,Vincent,Ke,"Constituency office","Suite 103
2175 Sheppard Ave. E
","North York",ON,"M2J 1W8",Vke-CO@ola.org,Vke-QP@ola.org,"416-494-8778  ","416-494-0110  ",,,"Don Valley North",Independent,,7461
,John,Vanthof,"Constituency office","63B Government Rd. W
","Kirkland Lake",ON,"P2N 2E6",JVanthof-CO@ndp.on.ca,JVanthof-QP@ndp.on.ca,705-567-4650,705-567-4208,,,Timiskaming—Cochrane,"New Democratic Party of Ontario",,7192
,John,Vanthof,"Constituency office","Pinewoods Centre
Unit 5
247 Whitewood Ave.
P.O. Box 398
","New Liskeard",ON,"P0J 1P0",JVanthof-CO@ndp.on.ca,JVanthof-QP@ndp.on.ca,705-647-5995,705-647-1976,,,Timiskaming—Cochrane,"New Democratic Party of Ontario",,7192
,John,Vanthof,"Constituency office","2nd Floor
193 King St.
","Sturgeon Falls",ON,"P2B 1R8",JVanthof-CO@ndp.on.ca,JVanthof-QP@ndp.on.ca,705-753-0200,705-753-0800,,,Timiskaming—Cochrane,"New Democratic Party of Ontario",,7192
,John,Vanthof,"Legislative office","Room 348
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A8",,JVanthof-QP@ndp.on.ca,416-325-2000,416-325-1999,,,Timiskaming—Cochrane,"New Democratic Party of Ontario",,7192
,Bhutila,Karpoche,"Constituency office","2849 Dundas St. W
",Toronto,ON,"M6P 1Y6",BKarpoche-CO@ndp.on.ca,BKarpoche-QP@ndp.on.ca,"416-763-5630 ","416-763-5640  ",,,"Parkdale—High Park","New Democratic Party of Ontario",,7502
,Bhutila,Karpoche,"Legislative office","Room 204
North Wing, Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,BKarpoche-QP@ndp.on.ca,"416-325-3017  ","416-325-2937 ",,,"Parkdale—High Park","New Democratic Party of Ontario",,7502
,Brian,Riddell,"Ministry office","Ministry of Public and Business Service Delivery
5th Floor
777 Bay St.
",Toronto,ON,"M7A 2J3",,Brian.Riddell@pc.ola.org,416-212-2665,416-325-0272,,,Cambridge,"Progressive Conservative Party of Ontario",,7591
,Brian,Riddell,"Constituency office","Cambridge Place

Suite 601

73 Water St. N
",Cambridge,ON,"N1R 7L6",,Brian.Riddell@pc.ola.org,"519-650-2770 ",,,,Cambridge,"Progressive Conservative Party of Ontario",,7591
,Logan,Kanapathi,"Legislative office","Room 448
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,,,,,,Markham—Thornhill,"Progressive Conservative Party of Ontario",,7485
,Logan,Kanapathi,"Constituency office","Unit 3
7380 McCowan Rd.
",Markham,ON,"L3S 3H8",Logan.Kanapathico@pc.ola.org,,"905-305-1935  ","905-305-1938  ",,,Markham—Thornhill,"Progressive Conservative Party of Ontario",,7485
Hon.,Sylvia,Jones,"Ministry office","Ministry of Health
5th Floor
777 Bay St.
",Toronto,ON,"M7A 2J3",,Sylvia.Jones@pc.ola.org,416-327-4300,,,,Dufferin—Caledon,"Progressive Conservative Party of Ontario",,7093
Hon.,Sylvia,Jones,"Constituency office","Suite A
3rd Floor
180 Broadway Ave.
",Orangeville,ON,"L9W 1K3",,Sylvia.Jones@pc.ola.org,"519-941-7751  ","519-941-3246  ",,,Dufferin—Caledon,"Progressive Conservative Party of Ontario",,7093
,Andrea,Hazell,"Legislative office","Room 153
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A2",,,416-325-1207,,,,Scarborough—Guildwood,"Ontario Liberal Party",,7644
,Andrea,Hazell,"Constituency office","Unit B1
3785 Kingston Rd.
",Scarborough,ON,"M1J 3M4",AHazell.mpp.co@Liberal.ola.org,,"416-281-2787  ","416-281-2360 ",,,Scarborough—Guildwood,"Ontario Liberal Party",,7644
,Christine,Hogarth,"Ministry office","Ministry of the Solicitor General
George Drew Building
25 Grosvenor St.
",Toronto,ON,"M7A 1Y6",,Christine.Hogarth@pc.ola.org,416-326-5000,,,,Etobicoke—Lakeshore,"Progressive Conservative Party of Ontario",,7469
,Christine,Hogarth,"Constituency office","Unit 21
195 Norseman St.
",Etobicoke,ON,"M8Z 0E9",Christine.Hogarthco@pc.ola.org,Christine.Hogarth@pc.ola.org,"416-259-2249  ",,,,Etobicoke—Lakeshore,"Progressive Conservative Party of Ontario",,7469
,John,Jordan,"Ministry office","Ministry of Long-Term Care
6th Floor
400 University Ave.
",Toronto,ON,"M5G 1S5",,John.Jordan@pc.ola.org,,,,,Lanark—Frontenac—Kingston,"Progressive Conservative Party of Ontario",,7604
,John,Jordan,"Constituency office","Unit 207
91 Cornelia Street W.
","Smiths Falls",ON,"K7A 5L3",,John.Jordan@pc.ola.org,613-284-1630,613-284-0948,,,Lanark—Frontenac—Kingston,"Progressive Conservative Party of Ontario",,7604
,Andrew,Dowie,"Ministry office","Ministry of Economic Development, Job Creation, and Trade
17th Floor
777 Bay St.
",Toronto,ON,"M5G 2E5",,Andrew.Dowie@pc.ola.org,,,,,Windsor—Tecumseh,"Progressive Conservative Party of Ontario",,7617
,Andrew,Dowie,"Constituency office","Unit 1
5452 Tecumseh Rd. E
",Windsor,ON,"N8T 1C7",,Andrew.Dowie@pc.ola.org,"519-251-5199 ",519-251-5299 ,,,Windsor—Tecumseh,"Progressive Conservative Party of Ontario",,7617
Hon.,Michael,Ford,"Ministry office","Ministry of Citizenship and Multiculturalism
14th Floor
56 Wellesley St.
",Toronto,ON,"M7A 2E7",,Michael.Ford@pc.ola.org,416-212-0036,,,,"York South—Weston","Progressive Conservative Party of Ontario",,7619
Hon.,Michael,Ford,"Constituency office","1832 Weston Rd.
",Toronto,ON,"M9N 1V8",,Michael.Ford@pc.ola.org,416-243-7984,416-243-0327,,,"York South—Weston","Progressive Conservative Party of Ontario",,7619
,"Effie J.",Triantafilopoulos,"Ministry office","Ministry of Economic Development, Job Creation, and Trade
Whitney Block
Room 1308
99 Wellesley St. W
&nbsp;
",Toronto,ON,"M7A 1S3",,Effie.Triantafilopoulos@pc.ola.org,,,,,"Oakville North—Burlington","Progressive Conservative Party of Ontario",,7499
,"Effie J.",Triantafilopoulos,"Constituency office","Unit 570
2525 Old Bronte Rd.
",Oakville,ON,"L6M 4J2",,Effie.Triantafilopoulos@pc.ola.org,905-825-2455,905-825-0663,,,"Oakville North—Burlington","Progressive Conservative Party of Ontario",,7499
Hon.,"Michael A.",Tibollo,"Ministry office","Ministry of Health
Frost Building South
7 Queens Park Circle
",Toronto,ON,"M7A 1Y7",,,416-327-4300,,,,Vaughan—Woodbridge,"Progressive Conservative Party of Ontario",,7519
Hon.,"Michael A.",Tibollo,"Constituency office","Unit 3
5100 Rutherford Rd.
",Woodbridge,ON,"L4H 2J2",Michael.Tibolloco@pc.ola.org,,905-893-4428,905-893-4537,,,Vaughan—Woodbridge,"Progressive Conservative Party of Ontario",,7519
,Catherine,Fife,"Constituency office","Suite 220
100 Regina St. S
",Waterloo,ON,"N2J 4P9",,CFife-QP@ndp.on.ca,519-725-3477,519-725-3667,,,Waterloo,"New Democratic Party of Ontario",,7204
,Catherine,Fife,"Legislative office","Room 370
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,CFife-QP@ndp.on.ca,416-325-6913,416-325-6942,,,Waterloo,"New Democratic Party of Ontario",,7204
Hon.,Lisa,Thompson,"Ministry office","Ministry of Agriculture, Food and Rural Affairs
11th Floor
77 Grenville St.
",Toronto,ON,"M5S 1B3",,Lisa.Thompson@pc.ola.org,416-326-3074,,,,Huron—Bruce,"Progressive Conservative Party of Ontario",,7179
Hon.,Lisa,Thompson,"Constituency office","408 Queen St.
P.O. Box 426
",Blyth,ON,"N0M 1H0",Lisa.Thompsonco@pc.ola.org,Lisa.Thompson@pc.ola.org,519-523-4251,226-523-9296,,,Huron—Bruce,"Progressive Conservative Party of Ontario",,7179
Hon.,Lisa,Thompson,"Constituency office","Unit 2
807 Queen St.
",Kincardine,ON,"N2Z 2Y2",Lisa.Thompsonco@pc.ola.org,Lisa.Thompson@pc.ola.org,519-396-3007,519-396-3011,1-866-396-3007,,Huron—Bruce,"Progressive Conservative Party of Ontario",,7179
,Sol,Mamakwa,"Constituency office","Unit 104
73 King St.
P.O. Box 176
","Sioux Lookout",ON,"P8T 1A1",SMamakwa-CO@ndp.on.ca,,807-737-2210,807-737-1592,1-888-444-1723,,Kiiwetinoong,"New Democratic Party of Ontario",,7477
,Sol,Mamakwa,"Constituency office","Unit 4
14 Discovery Rd.
P.O. Box 855
","Red Lake",ON,"P0V 2M0",SMamakwa-CO@ndp.on.ca,,807-727-1133,,,,Kiiwetinoong,"New Democratic Party of Ontario",,7477
,Sol,Mamakwa,"Legislative office","Room 201
North Wing, Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",SMamakwa-QP@ndp.on.ca,,"416-326-7692 ",416-326-7690,,,Kiiwetinoong,"New Democratic Party of Ontario",,7477
Hon.,Vijay,Thanigasalam,"Ministry office","Ministry of Transportation
5th Floor
777 Bay St
",Toronto,ON,"M7A 1Z8",,Vijay.Thanigasalam@pc.ola.org,416-327-9200,,,,"Scarborough—Rouge Park","Progressive Conservative Party of Ontario",,7511
Hon.,Vijay,Thanigasalam,"Constituency office","Unit 105
8130 Sheppard Ave. E
",Toronto,ON,"M1B 3W3",,Vijay.Thanigasalam@pc.ola.org,416-283-8448,416-283-1597,,,"Scarborough—Rouge Park","Progressive Conservative Party of Ontario",,7511
,Monique,Taylor,"Constituency office","Unit 202
555 Concession St.
",Hamilton,ON,"L8V 1A8",MTaylor-CO@ndp.on.ca,MTaylor-QP@ndp.on.ca,905-388-9734,905-388-7862,,,"Hamilton Mountain","New Democratic Party of Ontario",,7178
,Monique,Taylor,"Legislative office","Room 357
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,MTaylor-QP@ndp.on.ca,416-325-1796,416-325-1863,,,"Hamilton Mountain","New Democratic Party of Ontario",,7178
